Instance;Instance;Instance;Instance;Instance;Instance;Instance;Solution;Solution;Solution;Solution
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;48;10;midpoint;false;1.321;1.175;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;48;10;return;false;1.592;1.418,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;48;10;traversal;false;1.122;1.079,61;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;48;10;composite;false;1.147;1.012;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;optimal;false;1.224;1.020;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;largest_gap;false;1.357;1.196,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;midpoint;false;1.410;1.246,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;return;false;1.732;1.536,79;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;traversal;false;1.358;1.172;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;48;1;composite;false;1.167;1.092;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;optimal;false;1.360;950;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;largest_gap;false;1.378;1.303;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;midpoint;false;1.451;1.366,70;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;return;false;1.854;1.722,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;traversal;false;1.472;1.282;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;48;2;composite;false;1.308;1.195,93;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;optimal;false;1.304;1.140;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;largest_gap;false;1.408;1.297,29;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;midpoint;false;1.450;1.359,97;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;return;false;1.742;1.627,54;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;traversal;false;1.330;1.239;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;48;3;composite;false;1.292;1.178,91;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;optimal;false;1.349;1.142;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;largest_gap;false;1.364;1.253;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;midpoint;false;1.418;1.302,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;return;false;1.725;1.584,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;traversal;false;1.302;1.208;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;48;4;composite;false;1.256;1.144,17;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;optimal;false;1.514;1.093;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;largest_gap;false;1.544;1.431;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;midpoint;false;1.607;1.488,99;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;return;false;1.958;1.790,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;traversal;false;1.495;1.368;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;48;5;composite;false;1.422;1.264,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;optimal;false;1.291;936;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;largest_gap;false;1.406;1.274;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;midpoint;false;1.500;1.349,42;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;return;false;1.782;1.618,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;traversal;false;1.344;1.223;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;48;6;composite;false;1.282;1.161,72;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;optimal;false;1.274;916;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;largest_gap;false;1.362;1.230;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;midpoint;false;1.418;1.281,37;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;return;false;1.746;1.563,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;traversal;false;1.331;1.192;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;48;7;composite;false;1.266;1.126,52;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;optimal;false;1.380;1.091;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;largest_gap;false;1.506;1.374,25;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;midpoint;false;1.559;1.433,33;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;return;false;1.918;1.748,49;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;traversal;false;1.449;1.326;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;48;8;composite;false;1.394;1.258;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;optimal;false;1.224;921;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;largest_gap;false;1.357;1.195,41;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;midpoint;false;1.434;1.265;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;return;false;1.706;1.496,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;traversal;false;1.297;1.139;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;48;9;composite;false;1.236;1.074,78;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;optimal;false;1.294;933,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;largest_gap;false;1.406;1.296;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;midpoint;false;1.466;1.355,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;return;false;1.775;1.634,81;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;traversal;false;1.361;1.247;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;48;10;composite;false;1.305;1.187,64;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;optimal;false;1.539;759;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;largest_gap;false;1.642;1.480,30;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;midpoint;false;1.699;1.546;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;return;false;2.079;1.881,23;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;traversal;false;1.572;1.416;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;48;1;composite;false;1.511;1.255,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;optimal;false;1.481;1.097;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;largest_gap;false;1.470;1.403,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;midpoint;false;1.550;1.462,25;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;return;false;1.947;1.804,47;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;traversal;false;1.566;1.383;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;48;2;composite;false;1.420;1.253,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;optimal;false;1.515;1.116;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;largest_gap;false;1.636;1.479;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;midpoint;false;1.672;1.530,58;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;return;false;2.094;1.894,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;traversal;false;1.511;1.424;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;48;3;composite;false;1.508;1.345,92;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;optimal;false;1.542;1.366;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;largest_gap;false;1.649;1.483;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;midpoint;false;1.682;1.552,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;return;false;1.991;1.916,72;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;traversal;false;1.582;1.440;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;48;4;composite;false;1.515;1.342,52;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;optimal;false;1.477;961;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;largest_gap;false;1.518;1.374;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;midpoint;false;1.564;1.438,99;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;return;false;1.917;1.756,52;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;traversal;false;1.477;1.321;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;48;5;composite;false;1.382;1.248,40;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;optimal;false;1.474;1.175;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;largest_gap;false;1.598;1.439,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;midpoint;false;1.562;1.504,83;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;return;false;2.011;1.814,03;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;traversal;false;1.531;1.376;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;48;6;composite;false;1.472;1.313,54;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;optimal;false;1.567;911;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;largest_gap;false;1.665;1.515;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;midpoint;false;1.738;1.593,30;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;return;false;2.078;1.891,33;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;traversal;false;1.610;1.450;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;48;7;composite;false;1.537;1.357,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;optimal;false;1.508;947;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;largest_gap;false;1.545;1.432,16;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;midpoint;false;1.616;1.497;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;return;false;2.026;1.778;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;traversal;false;1.485;1.372,18;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;48;8;composite;false;1.488;1.309,79;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;optimal;false;1.605;941;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;largest_gap;false;1.620;1.471;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;midpoint;false;1.672;1.527,17;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;return;false;2.066;1.882,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;traversal;false;1.579;1.433;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;48;9;composite;false;1.492;1.328,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;optimal;false;1.498;883;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;largest_gap;false;1.636;1.474;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;midpoint;false;1.719;1.552,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;return;false;2.034;1.820,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;traversal;false;1.585;1.412;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;48;10;composite;false;1.497;1.346;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;optimal;false;1.834;767;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;largest_gap;false;1.878;1.762,03;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;midpoint;false;2.000;1.843,84;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;return;false;2.388;2.203,76;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;traversal;false;1.834;1.689;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;48;1;composite;false;1.750;1.434;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;optimal;false;1.657;654;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;largest_gap;false;1.868;1.643,26;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;midpoint;false;1.850;1.713;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;return;false;2.274;2.120,72;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;traversal;false;1.810;1.590;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;48;2;composite;false;1.730;1.229,51;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;optimal;false;1.710;1.478;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;largest_gap;false;1.844;1.618;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;midpoint;false;1.934;1.701;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;return;false;2.239;2.070,61;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;traversal;false;1.683;1.557;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;48;3;composite;false;1.693;1.474;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;optimal;false;1.710;837;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;largest_gap;false;1.744;1.581;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;midpoint;false;1.808;1.657,15;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;return;false;2.116;2.029,28;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;traversal;false;1.691;1.522;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;48;4;composite;false;1.608;1.342;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;optimal;false;1.685;1.031;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;largest_gap;false;1.739;1.652,88;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;midpoint;false;1.921;1.730,63;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;return;false;2.338;2.076,55;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;traversal;false;1.753;1.582;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;48;5;composite;false;1.683;1.351,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;optimal;false;1.585;1.411;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;largest_gap;false;1.699;1.538;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;midpoint;false;1.791;1.604,69;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;return;false;2.155;1.938,77;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;traversal;false;1.666;1.497;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;48;6;composite;false;1.582;1.411;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;optimal;false;1.678;1.467;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;largest_gap;false;1.719;1.607;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;midpoint;false;1.805;1.668,11;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;return;false;2.260;1.995,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;traversal;false;1.643;1.518;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;48;7;composite;false;1.674;1.251,92;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;optimal;false;1.594;999;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;largest_gap;false;1.662;1.545;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;midpoint;false;1.797;1.627;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;return;false;2.026;1.922,18;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;traversal;false;1.682;1.499;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;48;8;composite;false;1.580;1.376,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;optimal;false;1.699;1.070;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;largest_gap;false;1.734;1.615;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;midpoint;false;1.792;1.682,63;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;return;false;2.239;2.087;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;traversal;false;1.666;1.546;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;48;9;composite;false;1.678;1.381;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;optimal;false;1.618;1.064;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;largest_gap;false;1.734;1.586;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;midpoint;false;1.823;1.658;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;return;false;2.266;2.065,95;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;traversal;false;1.682;1.540;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;48;10;composite;false;1.582;1.367,94;3600
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
